,dt,AverageTemperature,AverageTemperatureUncertainty,Country
164085,1987-08-01,13.690999999999999,0.17600000000000002,Estonia
164086,1987-09-01,10.106,0.265,Estonia
164087,1987-10-01,6.259,0.263,Estonia
164088,1987-11-01,-0.08700000000000002,0.14800000000000002,Estonia
164089,1987-12-01,-4.024,0.22,Estonia
164090,1988-01-01,-3.68,0.21600000000000005,Estonia
164091,1988-02-01,-3.715,0.201,Estonia
164092,1988-03-01,-1.756,0.222,Estonia
164093,1988-04-01,2.8680000000000003,0.375,Estonia
164094,1988-05-01,12.687999999999999,0.139,Estonia
164095,1988-06-01,17.461,0.408,Estonia
164096,1988-07-01,20.014,0.321,Estonia
164097,1988-08-01,15.360999999999999,0.205,Estonia
164098,1988-09-01,12.327,0.257,Estonia
164099,1988-10-01,5.5729999999999995,0.198,Estonia
164100,1988-11-01,-2.8339999999999996,0.29100000000000004,Estonia
164101,1988-12-01,-5.384,0.331,Estonia
164102,1989-01-01,-0.16999999999999993,0.5579999999999999,Estonia
164103,1989-02-01,0.7999999999999998,0.247,Estonia
164104,1989-03-01,2.376,0.36,Estonia
164105,1989-04-01,6.57,0.5670000000000001,Estonia
164106,1989-05-01,11.777999999999999,0.28300000000000003,Estonia
164107,1989-06-01,16.641000000000002,0.314,Estonia
164108,1989-07-01,17.863,0.29100000000000004,Estonia
164109,1989-08-01,15.593,0.308,Estonia
164110,1989-09-01,12.511,0.2,Estonia
164111,1989-10-01,6.059,0.314,Estonia
164112,1989-11-01,0.391,0.19699999999999998,Estonia
164113,1989-12-01,-4.245,0.271,Estonia
164114,1990-01-01,-2.8180000000000005,0.318,Estonia
164115,1990-02-01,1.726,0.512,Estonia
164116,1990-03-01,2.29,0.48,Estonia
164117,1990-04-01,7.183,0.579,Estonia
164118,1990-05-01,10.514,0.249,Estonia
164119,1990-06-01,14.842,0.376,Estonia
164120,1990-07-01,16.267,0.35100000000000003,Estonia
164121,1990-08-01,16.279999999999998,0.305,Estonia
164122,1990-09-01,9.567,0.355,Estonia
164123,1990-10-01,5.975,0.267,Estonia
164124,1990-11-01,0.5820000000000001,0.307,Estonia
164125,1990-12-01,-2.0250000000000004,0.282,Estonia
164126,1991-01-01,-2.6270000000000007,0.289,Estonia
164127,1991-02-01,-5.097,0.272,Estonia
164128,1991-03-01,0.058000000000000274,0.20800000000000002,Estonia
164129,1991-04-01,4.8290000000000015,0.212,Estonia
164130,1991-05-01,9.052,0.203,Estonia
164131,1991-06-01,13.88,0.22699999999999998,Estonia
164132,1991-07-01,17.642,0.29600000000000004,Estonia
164133,1991-08-01,17.366,0.26,Estonia
164134,1991-09-01,11.358,0.311,Estonia
164135,1991-10-01,6.694,0.18100000000000002,Estonia
164136,1991-11-01,3.095,0.326,Estonia
164137,1991-12-01,-1.153,0.252,Estonia
164138,1992-01-01,-1.3360000000000003,0.384,Estonia
164139,1992-02-01,-1.638,0.237,Estonia
164140,1992-03-01,1.6300000000000003,0.34299999999999997,Estonia
164141,1992-04-01,3.339,0.248,Estonia
164142,1992-05-01,11.671,0.203,Estonia
164143,1992-06-01,16.282,0.392,Estonia
164144,1992-07-01,17.497,0.162,Estonia
164145,1992-08-01,16.511,0.217,Estonia
164146,1992-09-01,12.747,0.33899999999999997,Estonia
164147,1992-10-01,1.962,0.182,Estonia
164148,1992-11-01,-1.227,0.341,Estonia
164149,1992-12-01,-0.6160000000000001,0.45,Estonia
164150,1993-01-01,-2.007000000000001,0.192,Estonia
164151,1993-02-01,-2.2280000000000006,0.23199999999999998,Estonia
164152,1993-03-01,-0.653,0.26899999999999996,Estonia
164153,1993-04-01,4.735,0.32299999999999995,Estonia
164154,1993-05-01,13.957,0.261,Estonia
164155,1993-06-01,13.013,0.29,Estonia
164156,1993-07-01,16.425,0.174,Estonia
164157,1993-08-01,14.568,0.22899999999999998,Estonia
164158,1993-09-01,7.412000000000001,0.285,Estonia
164159,1993-10-01,4.497,0.19,Estonia
164160,1993-11-01,-5.162999999999999,0.51,Estonia
164161,1993-12-01,-2.801,0.2,Estonia
164162,1994-01-01,-3.4320000000000004,0.34299999999999997,Estonia
164163,1994-02-01,-11.845999999999998,0.4320000000000001,Estonia
164164,1994-03-01,-1.93,0.257,Estonia
164165,1994-04-01,6.364,0.223,Estonia
164166,1994-05-01,9.266,0.248,Estonia
164167,1994-06-01,13.51,0.297,Estonia
164168,1994-07-01,19.478,0.385,Estonia
164169,1994-08-01,16.319000000000006,0.131,Estonia
164170,1994-09-01,12.285,0.252,Estonia
164171,1994-10-01,5.0489999999999995,0.175,Estonia
164172,1994-11-01,-0.0020000000000000573,0.305,Estonia
164173,1994-12-01,-2.0340000000000003,0.162,Estonia
164174,1995-01-01,-4.113,0.201,Estonia
164175,1995-02-01,-0.10400000000000008,0.183,Estonia
164176,1995-03-01,0.883,0.23600000000000002,Estonia
164177,1995-04-01,4.575,0.321,Estonia
164178,1995-05-01,10.524,0.166,Estonia
164179,1995-06-01,17.95,0.257,Estonia
164180,1995-07-01,16.483,0.204,Estonia
164181,1995-08-01,16.413999999999998,0.13699999999999998,Estonia
164182,1995-09-01,11.594,0.268,Estonia
164183,1995-10-01,8.18,0.145,Estonia
164184,1995-11-01,-1.227,0.24100000000000002,Estonia
164185,1995-12-01,-7.1690000000000005,0.256,Estonia
164186,1996-01-01,-7.4620000000000015,0.154,Estonia
164187,1996-02-01,-10.549,0.257,Estonia
164188,1996-03-01,-3.56,0.28,Estonia
164189,1996-04-01,4.1560000000000015,0.405,Estonia
164190,1996-05-01,10.386,0.218,Estonia
164191,1996-06-01,14.238,0.18600000000000005,Estonia
164192,1996-07-01,15.503,0.191,Estonia
164193,1996-08-01,17.954,0.149,Estonia
164194,1996-09-01,9.466,0.139,Estonia
164195,1996-10-01,6.847,0.158,Estonia
164196,1996-11-01,3.388,0.138,Estonia
164197,1996-12-01,-5.425,0.254,Estonia
164198,1997-01-01,-4.0539999999999985,0.243,Estonia
164199,1997-02-01,-2.4460000000000006,0.20800000000000002,Estonia
164200,1997-03-01,-0.6579999999999999,0.447,Estonia
164201,1997-04-01,2.721,0.268,Estonia
164202,1997-05-01,8.911,0.263,Estonia
164203,1997-06-01,16.26,0.402,Estonia
164204,1997-07-01,18.723,0.319,Estonia
164205,1997-08-01,18.863,0.23600000000000002,Estonia
164206,1997-09-01,11.205,0.217,Estonia
164207,1997-10-01,3.895,0.271,Estonia
164208,1997-11-01,0.412,0.13699999999999998,Estonia
164209,1997-12-01,-4.492,0.17300000000000001,Estonia
164210,1998-01-01,-1.4110000000000005,0.28300000000000003,Estonia
164211,1998-02-01,-3.634,0.233,Estonia
164212,1998-03-01,-2.745,0.322,Estonia
164213,1998-04-01,4.94,0.313,Estonia
164214,1998-05-01,11.328,0.185,Estonia
164215,1998-06-01,15.594,0.19899999999999998,Estonia
164216,1998-07-01,16.596,0.214,Estonia
164217,1998-08-01,14.478,0.16,Estonia
164218,1998-09-01,11.779000000000002,0.24,Estonia
164219,1998-10-01,5.917999999999998,0.19899999999999998,Estonia
164220,1998-11-01,-4.936,0.34299999999999997,Estonia
164221,1998-12-01,-3.5700000000000003,0.252,Estonia
164222,1999-01-01,-4.714,0.184,Estonia
164223,1999-02-01,-6.28,0.196,Estonia
164224,1999-03-01,-0.22100000000000009,0.303,Estonia
164225,1999-04-01,7.082000000000002,0.34600000000000003,Estonia
164226,1999-05-01,8.235,0.256,Estonia
164227,1999-06-01,18.705,0.21100000000000002,Estonia
164228,1999-07-01,19.208,0.242,Estonia
164229,1999-08-01,15.806,0.162,Estonia
164230,1999-09-01,13.341,0.165,Estonia
164231,1999-10-01,6.6720000000000015,0.201,Estonia
164232,1999-11-01,1.246,0.26899999999999996,Estonia
164233,1999-12-01,-1.5980000000000003,0.25,Estonia
164234,2000-01-01,-3.044,0.187,Estonia
164235,2000-02-01,-1.4829999999999997,0.188,Estonia
164236,2000-03-01,-0.13600000000000012,0.251,Estonia
164237,2000-04-01,7.943,0.32,Estonia
164238,2000-05-01,11.009,0.21,Estonia
164239,2000-06-01,14.569,0.204,Estonia
164240,2000-07-01,16.900000000000002,0.36200000000000004,Estonia
164241,2000-08-01,15.89,0.245,Estonia
164242,2000-09-01,10.152000000000001,0.215,Estonia
164243,2000-10-01,8.539,0.19899999999999998,Estonia
164244,2000-11-01,3.694,0.191,Estonia
164245,2000-12-01,0.07199999999999962,0.268,Estonia
164246,2001-01-01,-1.9460000000000008,0.18100000000000002,Estonia
164247,2001-02-01,-5.562,0.264,Estonia
164248,2001-03-01,-2.491,0.247,Estonia
164249,2001-04-01,6.472,0.327,Estonia
164250,2001-05-01,10.502,0.223,Estonia
164251,2001-06-01,14.595999999999998,0.298,Estonia
164252,2001-07-01,20.998,0.264,Estonia
164253,2001-08-01,16.668,0.18,Estonia
164254,2001-09-01,12.369000000000002,0.14300000000000002,Estonia
164255,2001-10-01,7.87,0.193,Estonia
164256,2001-11-01,0.08799999999999998,0.20800000000000002,Estonia
164257,2001-12-01,-7.888,0.196,Estonia
164258,2002-01-01,-2.947,0.39299999999999996,Estonia
164259,2002-02-01,-0.34500000000000064,0.278,Estonia
164260,2002-03-01,1.2920000000000005,0.166,Estonia
164261,2002-04-01,5.83,0.18899999999999997,Estonia
164262,2002-05-01,12.963,0.128,Estonia
164263,2002-06-01,16.471,0.18100000000000002,Estonia
164264,2002-07-01,19.523,0.345,Estonia
164265,2002-08-01,18.923,0.267,Estonia
164266,2002-09-01,11.68,0.08199999999999999,Estonia
164267,2002-10-01,1.4239999999999997,0.27,Estonia
164268,2002-11-01,-1.367,0.114,Estonia
164269,2002-12-01,-8.908,0.154,Estonia
164270,2003-01-01,-8.003,0.308,Estonia
164271,2003-02-01,-6.017,0.247,Estonia
164272,2003-03-01,-1.088,0.306,Estonia
164273,2003-04-01,2.932,0.26899999999999996,Estonia
164274,2003-05-01,11.28,0.313,Estonia
164275,2003-06-01,13.806,0.322,Estonia
164276,2003-07-01,20.347,0.249,Estonia
164277,2003-08-01,16.317999999999998,0.354,Estonia
164278,2003-09-01,12.112,0.252,Estonia
164279,2003-10-01,4.244,0.292,Estonia
164280,2003-11-01,2.445,0.179,Estonia
164281,2003-12-01,-0.43000000000000016,0.247,Estonia
164282,2004-01-01,-7.322999999999999,0.17,Estonia
164283,2004-02-01,-4.328,0.146,Estonia
164284,2004-03-01,-0.3500000000000001,0.273,Estonia
164285,2004-04-01,5.434,0.287,Estonia
164286,2004-05-01,10.575,0.249,Estonia
164287,2004-06-01,13.818,0.319,Estonia
164288,2004-07-01,17.059,0.24100000000000002,Estonia
164289,2004-08-01,17.535,0.204,Estonia
164290,2004-09-01,12.724,0.233,Estonia
164291,2004-10-01,6.284,0.24,Estonia
164292,2004-11-01,0.113,0.106,Estonia
164293,2004-12-01,-0.25100000000000033,0.212,Estonia
164294,2005-01-01,-1.5380000000000005,0.225,Estonia
164295,2005-02-01,-6.442,0.184,Estonia
164296,2005-03-01,-5.709,0.27,Estonia
164297,2005-04-01,4.703,0.251,Estonia
164298,2005-05-01,10.863,0.25,Estonia
164299,2005-06-01,14.656,0.316,Estonia
164300,2005-07-01,18.917,0.27,Estonia
164301,2005-08-01,16.837,0.16,Estonia
164302,2005-09-01,13.31,0.185,Estonia
164303,2005-10-01,7.447,0.188,Estonia
164304,2005-11-01,2.872,0.179,Estonia
164305,2005-12-01,-3.899,0.247,Estonia
164306,2006-01-01,-5.737,0.295,Estonia
164307,2006-02-01,-8.609,0.158,Estonia
164308,2006-03-01,-4.976,0.302,Estonia
164309,2006-04-01,4.768,0.28800000000000003,Estonia
164310,2006-05-01,11.165,0.281,Estonia
164311,2006-06-01,16.335,0.27399999999999997,Estonia
164312,2006-07-01,19.214000000000002,0.27899999999999997,Estonia
164313,2006-08-01,18.023,0.319,Estonia
164314,2006-09-01,14.373,0.33899999999999997,Estonia
164315,2006-10-01,8.449,0.127,Estonia
164316,2006-11-01,2.359,0.188,Estonia
164317,2006-12-01,3.0180000000000002,0.289,Estonia
164318,2007-01-01,-1.6850000000000005,0.139,Estonia
164319,2007-02-01,-9.376,0.2,Estonia
164320,2007-03-01,3.825,0.258,Estonia
164321,2007-04-01,5.297999999999999,0.245,Estonia
164322,2007-05-01,12.037,0.134,Estonia
164323,2007-06-01,16.316,0.348,Estonia
164324,2007-07-01,17.459,0.275,Estonia
164325,2007-08-01,18.623,0.174,Estonia
164326,2007-09-01,11.857,0.195,Estonia
164327,2007-10-01,6.776,0.128,Estonia
164328,2007-11-01,0.136,0.179,Estonia
164329,2007-12-01,0.7039999999999993,0.337,Estonia
164330,2008-01-01,-1.2710000000000008,0.304,Estonia
164331,2008-02-01,0.7270000000000003,0.265,Estonia
164332,2008-03-01,0.7000000000000002,0.228,Estonia
164333,2008-04-01,6.837999999999999,0.239,Estonia
164334,2008-05-01,10.888,0.24,Estonia
164335,2008-06-01,15.015999999999998,0.293,Estonia
164336,2008-07-01,17.186,0.18100000000000002,Estonia
164337,2008-08-01,16.294,0.282,Estonia
164338,2008-09-01,10.624,0.281,Estonia
164339,2008-10-01,8.389,0.209,Estonia
164340,2008-11-01,2.551,0.172,Estonia
164341,2008-12-01,-0.7280000000000002,0.244,Estonia
164342,2009-01-01,-3.232,0.243,Estonia
164343,2009-02-01,-4.526,0.157,Estonia
164344,2009-03-01,-0.8080000000000003,0.19399999999999998,Estonia
164345,2009-04-01,5.58,0.316,Estonia
164346,2009-05-01,11.605,0.192,Estonia
164347,2009-06-01,14.486,0.389,Estonia
164348,2009-07-01,17.558,0.414,Estonia
164349,2009-08-01,16.439,0.33899999999999997,Estonia
164350,2009-09-01,13.600999999999999,0.245,Estonia
164351,2009-10-01,4.4289999999999985,0.16399999999999998,Estonia
164352,2009-11-01,2.35,0.34700000000000003,Estonia
164353,2009-12-01,-4.74,0.32,Estonia
164354,2010-01-01,-12.641000000000002,0.273,Estonia
164355,2010-02-01,-7.847,0.23600000000000002,Estonia
164356,2010-03-01,-1.94,0.268,Estonia
164357,2010-04-01,5.465,0.31,Estonia
164358,2010-05-01,12.768999999999998,0.32799999999999996,Estonia
164359,2010-06-01,15.122,0.379,Estonia
164360,2010-07-01,22.332,0.371,Estonia
164361,2010-08-01,18.680999999999997,0.271,Estonia
164362,2010-09-01,11.772,0.16899999999999998,Estonia
164363,2010-10-01,4.643,0.12300000000000001,Estonia
164364,2010-11-01,0.183,0.25,Estonia
164365,2010-12-01,-8.023,0.38,Estonia
164366,2011-01-01,-4.731,0.49,Estonia
164367,2011-02-01,-10.485,0.19399999999999998,Estonia
164368,2011-03-01,-1.4180000000000001,0.247,Estonia
164369,2011-04-01,5.751,0.293,Estonia
164370,2011-05-01,11.117,0.198,Estonia
164371,2011-06-01,17.632,0.223,Estonia
164372,2011-07-01,20.888,0.318,Estonia
164373,2011-08-01,17.206,0.161,Estonia
164374,2011-09-01,13.440999999999999,0.204,Estonia
164375,2011-10-01,7.564,0.196,Estonia
164376,2011-11-01,3.996,0.308,Estonia
164377,2011-12-01,1.4229999999999996,0.5720000000000001,Estonia
164378,2012-01-01,-4.836,0.387,Estonia
164379,2012-02-01,-9.498,0.228,Estonia
164380,2012-03-01,-0.03600000000000003,0.335,Estonia
164381,2012-04-01,4.8900000000000015,0.382,Estonia
164382,2012-05-01,11.796,0.23800000000000002,Estonia
164383,2012-06-01,13.914,0.321,Estonia
164384,2012-07-01,18.625,0.349,Estonia
164385,2012-08-01,16.003999999999998,0.254,Estonia
164386,2012-09-01,13.015,0.233,Estonia
164387,2012-10-01,6.224,0.21,Estonia
164388,2012-11-01,2.749,0.223,Estonia
164389,2012-12-01,-7.0150000000000015,0.39299999999999996,Estonia
164390,2013-01-01,-6.346,0.182,Estonia
164391,2013-02-01,-3.075,0.32299999999999995,Estonia
164392,2013-03-01,-6.5710000000000015,0.402,Estonia
164393,2013-04-01,3.424,0.424,Estonia
164394,2013-05-01,14.249,0.337,Estonia
164395,2013-06-01,18.11,0.33299999999999996,Estonia
164396,2013-07-01,18.247,0.3720000000000001,Estonia
164397,2013-08-01,17.656,0.22899999999999998,Estonia
164398,2013-09-01,,,Estonia
