,dt,AverageTemperature,AverageTemperatureUncertainty,Country
163001,1897-04-01,4.8889999999999985,0.662,Estonia
163002,1897-05-01,14.298,0.474,Estonia
163003,1897-06-01,15.453,0.314,Estonia
163004,1897-07-01,18.023,0.35200000000000004,Estonia
163005,1897-08-01,17.424,0.479,Estonia
163006,1897-09-01,11.299,0.5379999999999999,Estonia
163007,1897-10-01,5.4079999999999995,0.46299999999999997,Estonia
163008,1897-11-01,0.09499999999999996,0.986,Estonia
163009,1897-12-01,-3.769,0.581,Estonia
163010,1898-01-01,-2.1020000000000003,0.861,Estonia
163011,1898-02-01,-6.152,0.519,Estonia
163012,1898-03-01,-4.327,0.478,Estonia
163013,1898-04-01,2.075,0.501,Estonia
163014,1898-05-01,11.28,0.45299999999999996,Estonia
163015,1898-06-01,15.435,0.434,Estonia
163016,1898-07-01,16.151,0.36200000000000004,Estonia
163017,1898-08-01,16.413999999999998,0.38299999999999995,Estonia
163018,1898-09-01,10.29,0.276,Estonia
163019,1898-10-01,3.524,0.33899999999999997,Estonia
163020,1898-11-01,2.277,0.442,Estonia
163021,1898-12-01,-1.7380000000000002,0.8290000000000001,Estonia
163022,1899-01-01,-5.006,0.753,Estonia
163023,1899-02-01,-5.974,0.674,Estonia
163024,1899-03-01,-5.666,0.45399999999999996,Estonia
163025,1899-04-01,3.4,0.41100000000000003,Estonia
163026,1899-05-01,8.791,0.526,Estonia
163027,1899-06-01,11.432,0.373,Estonia
163028,1899-07-01,19.386,0.7559999999999999,Estonia
163029,1899-08-01,13.511,0.304,Estonia
163030,1899-09-01,11.406,0.327,Estonia
163031,1899-10-01,5.8679999999999986,0.282,Estonia
163032,1899-11-01,2.0140000000000002,0.366,Estonia
163033,1899-12-01,-7.471,0.315,Estonia
163034,1900-01-01,-7.415,0.405,Estonia
163035,1900-02-01,-8.279,0.563,Estonia
163036,1900-03-01,-4.394,0.313,Estonia
163037,1900-04-01,2.086,0.28600000000000003,Estonia
163038,1900-05-01,8.270999999999999,0.35200000000000004,Estonia
163039,1900-06-01,14.35,0.583,Estonia
163040,1900-07-01,16.67,0.6759999999999999,Estonia
163041,1900-08-01,17.088,0.542,Estonia
163042,1900-09-01,10.178,0.462,Estonia
163043,1900-10-01,6.01,0.7090000000000001,Estonia
163044,1900-11-01,-0.10300000000000004,0.396,Estonia
163045,1900-12-01,-3.639,0.461,Estonia
163046,1901-01-01,-3.984,0.496,Estonia
163047,1901-02-01,-8.689,0.602,Estonia
163048,1901-03-01,-4.063,0.316,Estonia
163049,1901-04-01,3.669,0.37799999999999995,Estonia
163050,1901-05-01,10.448,0.35600000000000004,Estonia
163051,1901-06-01,16.923000000000002,0.44,Estonia
163052,1901-07-01,19.73,0.593,Estonia
163053,1901-08-01,17.881999999999994,0.391,Estonia
163054,1901-09-01,12.216,0.57,Estonia
163055,1901-10-01,7.681,0.457,Estonia
163056,1901-11-01,-1.9330000000000005,0.66,Estonia
163057,1901-12-01,-7.1179999999999986,0.282,Estonia
163058,1902-01-01,-5.587999999999999,0.718,Estonia
163059,1902-02-01,-6.905,0.642,Estonia
163060,1902-03-01,-3.526,0.305,Estonia
163061,1902-04-01,-0.052999999999999936,0.3670000000000001,Estonia
163062,1902-05-01,8.088999999999999,0.42100000000000004,Estonia
163063,1902-06-01,12.878,0.589,Estonia
163064,1902-07-01,14.321000000000002,0.5660000000000001,Estonia
163065,1902-08-01,13.57,0.456,Estonia
163066,1902-09-01,9.671,0.396,Estonia
163067,1902-10-01,3.093,0.34600000000000003,Estonia
163068,1902-11-01,-1.892,0.86,Estonia
163069,1902-12-01,-8.185,0.894,Estonia
163070,1903-01-01,-4.899000000000001,0.794,Estonia
163071,1903-02-01,-1.862,0.8190000000000001,Estonia
163072,1903-03-01,1.4620000000000002,0.377,Estonia
163073,1903-04-01,4.925,0.361,Estonia
163074,1903-05-01,10.839,0.402,Estonia
163075,1903-06-01,16.127,0.423,Estonia
163076,1903-07-01,16.516000000000002,0.39299999999999996,Estonia
163077,1903-08-01,14.421,0.34299999999999997,Estonia
163078,1903-09-01,12.119000000000002,0.527,Estonia
163079,1903-10-01,2.346,0.37,Estonia
163080,1903-11-01,0.988,0.449,Estonia
163081,1903-12-01,-2.975,0.537,Estonia
163082,1904-01-01,-3.055,0.7909999999999999,Estonia
163083,1904-02-01,-6.533,0.573,Estonia
163084,1904-03-01,-4.439,0.37799999999999995,Estonia
163085,1904-04-01,3.5060000000000002,0.28800000000000003,Estonia
163086,1904-05-01,7.789999999999999,0.342,Estonia
163087,1904-06-01,12.463,0.275,Estonia
163088,1904-07-01,14.556,0.324,Estonia
163089,1904-08-01,14.407,0.4370000000000001,Estonia
163090,1904-09-01,10.693,0.35700000000000004,Estonia
163091,1904-10-01,5.811,0.35100000000000003,Estonia
163092,1904-11-01,-1.473,0.43799999999999994,Estonia
163093,1904-12-01,-4.57,0.46299999999999997,Estonia
163094,1905-01-01,-7.8050000000000015,0.642,Estonia
163095,1905-02-01,-3.763,0.583,Estonia
163096,1905-03-01,-0.986,0.35700000000000004,Estonia
163097,1905-04-01,2.274,0.37799999999999995,Estonia
163098,1905-05-01,10.999,0.38299999999999995,Estonia
163099,1905-06-01,17.044,0.41,Estonia
163100,1905-07-01,16.878,0.322,Estonia
163101,1905-08-01,15.138,0.29100000000000004,Estonia
163102,1905-09-01,10.367,0.303,Estonia
163103,1905-10-01,3.569,0.433,Estonia
163104,1905-11-01,0.5,0.359,Estonia
163105,1905-12-01,-2.815,0.376,Estonia
163106,1906-01-01,-3.5850000000000004,0.672,Estonia
163107,1906-02-01,-3.4200000000000004,0.593,Estonia
163108,1906-03-01,-3.2119999999999997,0.249,Estonia
163109,1906-04-01,5.183,0.213,Estonia
163110,1906-05-01,14.474,0.95,Estonia
163111,1906-06-01,15.265,0.36200000000000004,Estonia
163112,1906-07-01,18.053,0.29600000000000004,Estonia
163113,1906-08-01,14.55,0.308,Estonia
163114,1906-09-01,9.43,0.17600000000000002,Estonia
163115,1906-10-01,4.915,0.337,Estonia
163116,1906-11-01,1.483,0.49,Estonia
163117,1906-12-01,-4.586,0.574,Estonia
163118,1907-01-01,-9.294,0.307,Estonia
163119,1907-02-01,-6.135,0.601,Estonia
163120,1907-03-01,-2.07,0.35600000000000004,Estonia
163121,1907-04-01,2.67,0.332,Estonia
163122,1907-05-01,8.289,0.315,Estonia
163123,1907-06-01,14.384,0.43,Estonia
163124,1907-07-01,16.768,0.868,Estonia
163125,1907-08-01,13.401,0.25,Estonia
163126,1907-09-01,10.224,0.214,Estonia
163127,1907-10-01,8.713000000000001,0.319,Estonia
163128,1907-11-01,-0.6000000000000001,0.7659999999999999,Estonia
163129,1907-12-01,-10.854,0.938,Estonia
163130,1908-01-01,-5.613,0.57,Estonia
163131,1908-02-01,-4.285,0.607,Estonia
163132,1908-03-01,-3.711,0.413,Estonia
163133,1908-04-01,3.457,0.439,Estonia
163134,1908-05-01,8.475999999999999,0.353,Estonia
163135,1908-06-01,13.914,0.322,Estonia
163136,1908-07-01,16.496000000000002,0.457,Estonia
163137,1908-08-01,15.629,0.401,Estonia
163138,1908-09-01,10.178,0.29,Estonia
163139,1908-10-01,5.13,0.387,Estonia
163140,1908-11-01,-2.9010000000000002,0.436,Estonia
163141,1908-12-01,-3.871,0.777,Estonia
163142,1909-01-01,-4.089,0.415,Estonia
163143,1909-02-01,-9.515,0.452,Estonia
163144,1909-03-01,-3.142,0.316,Estonia
163145,1909-04-01,0.7370000000000001,0.529,Estonia
163146,1909-05-01,6.3260000000000005,0.43799999999999994,Estonia
163147,1909-06-01,14.294,0.35100000000000003,Estonia
163148,1909-07-01,15.555,0.215,Estonia
163149,1909-08-01,15.198,0.287,Estonia
163150,1909-09-01,12.407,0.23600000000000002,Estonia
163151,1909-10-01,8.988,0.331,Estonia
163152,1909-11-01,-2.1380000000000003,0.631,Estonia
163153,1909-12-01,-2.105,0.649,Estonia
163154,1910-01-01,-3.715,0.604,Estonia
163155,1910-02-01,-1.6579999999999997,0.502,Estonia
163156,1910-03-01,0.629,0.445,Estonia
163157,1910-04-01,5.8100000000000005,0.475,Estonia
163158,1910-05-01,11.909,0.409,Estonia
163159,1910-06-01,15.512,0.293,Estonia
163160,1910-07-01,16.75,0.217,Estonia
163161,1910-08-01,14.082,0.6659999999999999,Estonia
163162,1910-09-01,11.854,0.268,Estonia
163163,1910-10-01,4.624,0.41100000000000003,Estonia
163164,1910-11-01,-1.306,0.665,Estonia
163165,1910-12-01,-1.25,0.317,Estonia
163166,1911-01-01,-4.291,0.386,Estonia
163167,1911-02-01,-8.764,0.382,Estonia
163168,1911-03-01,-2.0980000000000003,0.276,Estonia
163169,1911-04-01,3.012,0.31,Estonia
163170,1911-05-01,11.29,0.649,Estonia
163171,1911-06-01,13.491,0.494,Estonia
163172,1911-07-01,15.519,0.32299999999999995,Estonia
163173,1911-08-01,17.134999999999998,0.327,Estonia
163174,1911-09-01,11.447,0.293,Estonia
163175,1911-10-01,4.801,0.327,Estonia
163176,1911-11-01,2.1719999999999997,0.462,Estonia
163177,1911-12-01,-2.607,0.87,Estonia
163178,1912-01-01,-10.173,0.748,Estonia
163179,1912-02-01,-9.424,0.638,Estonia
163180,1912-03-01,0.56,0.418,Estonia
163181,1912-04-01,1.9609999999999999,0.506,Estonia
163182,1912-05-01,8.305,0.33899999999999997,Estonia
163183,1912-06-01,15.545,0.257,Estonia
163184,1912-07-01,17.712,0.292,Estonia
163185,1912-08-01,17.133,0.27699999999999997,Estonia
163186,1912-09-01,9.381,0.306,Estonia
163187,1912-10-01,1.915,0.35700000000000004,Estonia
163188,1912-11-01,-0.343,0.29100000000000004,Estonia
163189,1912-12-01,-0.5110000000000001,0.305,Estonia
163190,1913-01-01,-6.2730000000000015,0.478,Estonia
163191,1913-02-01,-4.323,0.43799999999999994,Estonia
163192,1913-03-01,0.09899999999999977,0.259,Estonia
163193,1913-04-01,5.9460000000000015,0.377,Estonia
163194,1913-05-01,9.322,0.4970000000000001,Estonia
163195,1913-06-01,13.889,0.41200000000000003,Estonia
163196,1913-07-01,17.967000000000006,0.465,Estonia
163197,1913-08-01,16.933999999999994,0.527,Estonia
163198,1913-09-01,11.627,0.445,Estonia
163199,1913-10-01,4.766,0.414,Estonia
163200,1913-11-01,2.669,0.318,Estonia
163201,1913-12-01,-3.969,0.405,Estonia
163202,1914-01-01,-7.146000000000001,0.58,Estonia
163203,1914-02-01,-1.2570000000000006,0.364,Estonia
163204,1914-03-01,-1.4909999999999999,0.231,Estonia
163205,1914-04-01,4.507,0.345,Estonia
163206,1914-05-01,10.697,0.4970000000000001,Estonia
163207,1914-06-01,15.749,0.29,Estonia
163208,1914-07-01,21.277,0.311,Estonia
163209,1914-08-01,14.387,0.389,Estonia
163210,1914-09-01,10.64,0.28,Estonia
163211,1914-10-01,2.9730000000000003,0.42100000000000004,Estonia
163212,1914-11-01,-0.7310000000000001,0.319,Estonia
163213,1914-12-01,-0.08000000000000007,0.364,Estonia
163214,1915-01-01,-6.849,0.589,Estonia
163215,1915-02-01,-5.4780000000000015,0.701,Estonia
163216,1915-03-01,-7.193,0.541,Estonia
163217,1915-04-01,3.114,0.43,Estonia
163218,1915-05-01,8.646999999999998,0.583,Estonia
163219,1915-06-01,12.672,0.379,Estonia
163220,1915-07-01,17.537,0.34700000000000003,Estonia
163221,1915-08-01,15.197,0.233,Estonia
163222,1915-09-01,10.372,0.41700000000000004,Estonia
163223,1915-10-01,2.752,0.532,Estonia
163224,1915-11-01,-2.0700000000000003,0.529,Estonia
163225,1915-12-01,-10.092,0.4270000000000001,Estonia
163226,1916-01-01,-4.159000000000002,0.511,Estonia
163227,1916-02-01,-4.0470000000000015,0.71,Estonia
163228,1916-03-01,-3.683,0.5589999999999999,Estonia
163229,1916-04-01,4.742,0.575,Estonia
163230,1916-05-01,8.684999999999999,0.415,Estonia
163231,1916-06-01,13.345999999999998,0.413,Estonia
163232,1916-07-01,18.131,0.408,Estonia
163233,1916-08-01,13.521999999999998,0.473,Estonia
163234,1916-09-01,9.181000000000001,0.515,Estonia
163235,1916-10-01,3.247,0.41,Estonia
163236,1916-11-01,2.157,0.365,Estonia
163237,1916-12-01,-3.446,0.503,Estonia
163238,1917-01-01,-9.232,1.071,Estonia
163239,1917-02-01,-11.525,0.774,Estonia
163240,1917-03-01,-9.735,0.835,Estonia
163241,1917-04-01,2.136,0.51,Estonia
163242,1917-05-01,8.009,0.46799999999999997,Estonia
163243,1917-06-01,17.627,0.377,Estonia
163244,1917-07-01,16.039,0.782,Estonia
163245,1917-08-01,18.305,0.354,Estonia
163246,1917-09-01,11.614,0.386,Estonia
163247,1917-10-01,7.0,0.27399999999999997,Estonia
163248,1917-11-01,1.4380000000000002,0.495,Estonia
163249,1917-12-01,-4.303,0.405,Estonia
163250,1918-01-01,-7.903,0.35200000000000004,Estonia
163251,1918-02-01,-5.507999999999999,0.43799999999999994,Estonia
163252,1918-03-01,-2.821,0.461,Estonia
163253,1918-04-01,5.825,0.309,Estonia
163254,1918-05-01,8.69,0.473,Estonia
163255,1918-06-01,12.504,0.22399999999999998,Estonia
163256,1918-07-01,17.570999999999998,0.456,Estonia
163257,1918-08-01,14.389,0.39,Estonia
163258,1918-09-01,10.819,0.327,Estonia
163259,1918-10-01,7.699,0.37,Estonia
163260,1918-11-01,1.924,0.5529999999999999,Estonia
163261,1918-12-01,-3.887,0.409,Estonia
163262,1919-01-01,-4.404,0.563,Estonia
163263,1919-02-01,-7.087999999999999,0.44299999999999995,Estonia
163264,1919-03-01,-4.832,0.39299999999999996,Estonia
163265,1919-04-01,2.888,0.593,Estonia
163266,1919-05-01,10.421,0.38799999999999996,Estonia
163267,1919-06-01,14.858,0.526,Estonia
163268,1919-07-01,18.45,0.4,Estonia
163269,1919-08-01,14.184,0.41700000000000004,Estonia
163270,1919-09-01,12.505,0.326,Estonia
163271,1919-10-01,4.7860000000000005,0.45899999999999996,Estonia
163272,1919-11-01,-4.9860000000000015,0.3670000000000001,Estonia
163273,1919-12-01,-6.59,0.615,Estonia
163274,1920-01-01,-7.532,0.4370000000000001,Estonia
163275,1920-02-01,-2.6560000000000006,0.621,Estonia
163276,1920-03-01,1.406,0.489,Estonia
163277,1920-04-01,7.01,0.794,Estonia
163278,1920-05-01,12.205,0.69,Estonia
163279,1920-06-01,14.191,0.423,Estonia
163280,1920-07-01,18.757,0.42100000000000004,Estonia
163281,1920-08-01,16.093999999999998,0.4,Estonia
163282,1920-09-01,12.254,0.314,Estonia
163283,1920-10-01,3.5210000000000004,0.542,Estonia
163284,1920-11-01,1.362,0.547,Estonia
163285,1920-12-01,-3.822,0.532,Estonia
163286,1921-01-01,-4.993,0.569,Estonia
163287,1921-02-01,-7.155,0.47,Estonia
163288,1921-03-01,1.7440000000000002,0.489,Estonia
163289,1921-04-01,7.6880000000000015,0.513,Estonia
163290,1921-05-01,13.136,0.27899999999999997,Estonia
163291,1921-06-01,14.711,0.396,Estonia
163292,1921-07-01,14.905,0.348,Estonia
163293,1921-08-01,15.687999999999999,0.261,Estonia
163294,1921-09-01,10.353,0.292,Estonia
163295,1921-10-01,4.836,0.37799999999999995,Estonia
163296,1921-11-01,-4.052,0.262,Estonia
163297,1921-12-01,-4.613,0.46799999999999997,Estonia
163298,1922-01-01,-8.818999999999997,0.34,Estonia
163299,1922-02-01,-6.7780000000000005,0.6,Estonia
163300,1922-03-01,-3.2430000000000003,0.282,Estonia
163301,1922-04-01,2.714,0.305,Estonia
163302,1922-05-01,10.051,0.425,Estonia
163303,1922-06-01,14.390999999999998,0.266,Estonia
163304,1922-07-01,16.804000000000002,0.34,Estonia
163305,1922-08-01,15.116,0.355,Estonia
163306,1922-09-01,11.175999999999998,0.358,Estonia
163307,1922-10-01,3.091,0.431,Estonia
163308,1922-11-01,-0.6540000000000001,0.48100000000000004,Estonia
163309,1922-12-01,-4.0360000000000005,0.426,Estonia
163310,1923-01-01,-2.5310000000000006,0.4920000000000001,Estonia
163311,1923-02-01,-11.02,0.40700000000000003,Estonia
163312,1923-03-01,-3.049,0.366,Estonia
163313,1923-04-01,1.266,0.303,Estonia
163314,1923-05-01,8.68,0.258,Estonia
163315,1923-06-01,11.104,0.299,Estonia
163316,1923-07-01,16.733,0.33299999999999996,Estonia
163317,1923-08-01,13.853,0.37,Estonia
163318,1923-09-01,11.647,0.304,Estonia
163319,1923-10-01,6.635,0.263,Estonia
163320,1923-11-01,1.9909999999999999,0.369,Estonia
163321,1923-12-01,-4.351,0.47200000000000003,Estonia
163322,1924-01-01,-8.805,0.39799999999999996,Estonia
163323,1924-02-01,-8.212,0.5,Estonia
163324,1924-03-01,-4.255,0.44299999999999995,Estonia
163325,1924-04-01,1.031,0.3,Estonia
163326,1924-05-01,10.238999999999999,0.491,Estonia
163327,1924-06-01,14.265,0.306,Estonia
163328,1924-07-01,16.830000000000002,0.41100000000000003,Estonia
163329,1924-08-01,16.858999999999998,0.355,Estonia
163330,1924-09-01,13.149000000000001,0.263,Estonia
163331,1924-10-01,7.483,0.336,Estonia
163332,1924-11-01,2.039,0.47600000000000003,Estonia
163333,1924-12-01,-0.677,0.419,Estonia
163334,1925-01-01,0.32399999999999984,0.706,Estonia
163335,1925-02-01,-0.19500000000000028,0.51,Estonia
163336,1925-03-01,-3.352,0.456,Estonia
163337,1925-04-01,5.849,0.27899999999999997,Estonia
163338,1925-05-01,11.562999999999999,0.47100000000000003,Estonia
163339,1925-06-01,13.599,0.44799999999999995,Estonia
163340,1925-07-01,19.476,0.386,Estonia
163341,1925-08-01,15.633,0.365,Estonia
163342,1925-09-01,10.885,0.309,Estonia
163343,1925-10-01,3.484,0.336,Estonia
163344,1925-11-01,-2.7880000000000003,0.426,Estonia
163345,1925-12-01,-6.229,0.397,Estonia
163346,1926-01-01,-9.84,0.449,Estonia
163347,1926-02-01,-6.8980000000000015,0.457,Estonia
163348,1926-03-01,-2.979,0.381,Estonia
163349,1926-04-01,2.734,0.391,Estonia
163350,1926-05-01,10.529000000000002,0.435,Estonia
163351,1926-06-01,15.473,0.444,Estonia
163352,1926-07-01,17.602999999999994,0.32,Estonia
163353,1926-08-01,15.098999999999998,0.293,Estonia
163354,1926-09-01,10.899,0.32899999999999996,Estonia
163355,1926-10-01,2.627,0.35600000000000004,Estonia
163356,1926-11-01,2.786,0.413,Estonia
163357,1926-12-01,-5.926,0.489,Estonia
163358,1927-01-01,-7.1030000000000015,0.309,Estonia
163359,1927-02-01,-5.252000000000002,0.38799999999999996,Estonia
163360,1927-03-01,0.14300000000000024,0.369,Estonia
163361,1927-04-01,2.935,0.371,Estonia
163362,1927-05-01,7.2349999999999985,0.434,Estonia
163363,1927-06-01,13.602,0.33,Estonia
163364,1927-07-01,20.443,0.34700000000000003,Estonia
163365,1927-08-01,18.052,0.289,Estonia
163366,1927-09-01,11.498,0.273,Estonia
163367,1927-10-01,4.164,0.34,Estonia
163368,1927-11-01,-2.397,0.292,Estonia
163369,1927-12-01,-7.584,0.6709999999999999,Estonia
163370,1928-01-01,-4.966,0.46299999999999997,Estonia
163371,1928-02-01,-5.649,0.504,Estonia
163372,1928-03-01,-3.228,0.5870000000000001,Estonia
163373,1928-04-01,3.3560000000000003,0.317,Estonia
163374,1928-05-01,9.892999999999999,0.204,Estonia
163375,1928-06-01,11.201,0.273,Estonia
163376,1928-07-01,14.595,0.354,Estonia
163377,1928-08-01,14.624,0.263,Estonia
163378,1928-09-01,11.001,0.24100000000000002,Estonia
163379,1928-10-01,5.394,0.265,Estonia
163380,1928-11-01,3.3310000000000004,0.28800000000000003,Estonia
163381,1928-12-01,-3.245,0.555,Estonia
163382,1929-01-01,-8.572000000000001,0.41,Estonia
163383,1929-02-01,-14.737000000000002,0.498,Estonia
163384,1929-03-01,-3.464,0.396,Estonia
163385,1929-04-01,-0.6709999999999998,0.34700000000000003,Estonia
163386,1929-05-01,11.499,0.423,Estonia
163387,1929-06-01,13.015,0.345,Estonia
163388,1929-07-01,16.045,0.294,Estonia
163389,1929-08-01,15.735,0.282,Estonia
163390,1929-09-01,11.142,0.317,Estonia
163391,1929-10-01,7.077000000000001,0.182,Estonia
163392,1929-11-01,3.005,0.325,Estonia
163393,1929-12-01,1.033,0.247,Estonia
163394,1930-01-01,-0.1460000000000008,0.41,Estonia
163395,1930-02-01,-5.0710000000000015,0.37799999999999995,Estonia
163396,1930-03-01,-0.4430000000000001,0.308,Estonia
163397,1930-04-01,5.853,0.326,Estonia
163398,1930-05-01,12.088,0.302,Estonia
163399,1930-06-01,15.275,0.317,Estonia
163400,1930-07-01,17.651,0.368,Estonia
163401,1930-08-01,16.692,0.184,Estonia
163402,1930-09-01,9.296,0.243,Estonia
163403,1930-10-01,6.186,0.242,Estonia
163404,1930-11-01,1.6159999999999999,0.23399999999999999,Estonia
163405,1930-12-01,-4.726,0.385,Estonia
163406,1931-01-01,-6.7780000000000005,0.35600000000000004,Estonia
163407,1931-02-01,-8.506,0.294,Estonia
163408,1931-03-01,-5.968,0.512,Estonia
163409,1931-04-01,2.232,0.366,Estonia
163410,1931-05-01,12.125,0.26899999999999996,Estonia
163411,1931-06-01,12.559000000000001,0.318,Estonia
163412,1931-07-01,17.797,0.28,Estonia
163413,1931-08-01,16.122999999999998,0.292,Estonia
163414,1931-09-01,8.838000000000003,0.271,Estonia
163415,1931-10-01,4.493,0.259,Estonia
163416,1931-11-01,0.311,0.294,Estonia
163417,1931-12-01,-3.895,0.496,Estonia
163418,1932-01-01,-1.3129999999999995,0.605,Estonia
163419,1932-02-01,-8.621,0.573,Estonia
163420,1932-03-01,-6.045,0.514,Estonia
163421,1932-04-01,3.62,0.233,Estonia
163422,1932-05-01,11.431,0.268,Estonia
163423,1932-06-01,13.383,0.297,Estonia
163424,1932-07-01,19.748,0.344,Estonia
163425,1932-08-01,17.173,0.29,Estonia
163426,1932-09-01,12.197,0.297,Estonia
163427,1932-10-01,5.024,0.33399999999999996,Estonia
163428,1932-11-01,1.124,0.293,Estonia
163429,1932-12-01,1.1430000000000002,0.42,Estonia
163430,1933-01-01,-7.1450000000000005,0.3,Estonia
163431,1933-02-01,-6.348,0.35600000000000004,Estonia
163432,1933-03-01,-1.822,0.297,Estonia
163433,1933-04-01,3.09,0.261,Estonia
163434,1933-05-01,8.686,0.25,Estonia
163435,1933-06-01,15.409,0.332,Estonia
163436,1933-07-01,18.078,0.272,Estonia
163437,1933-08-01,14.771999999999998,0.264,Estonia
163438,1933-09-01,11.411,0.314,Estonia
163439,1933-10-01,5.43,0.45799999999999996,Estonia
163440,1933-11-01,-2.084,0.309,Estonia
163441,1933-12-01,-6.2970000000000015,0.563,Estonia
163442,1934-01-01,-2.4770000000000003,0.446,Estonia
163443,1934-02-01,-2.959,0.565,Estonia
163444,1934-03-01,-1.09,0.31,Estonia
163445,1934-04-01,5.394,0.327,Estonia
163446,1934-05-01,12.572,0.245,Estonia
163447,1934-06-01,14.508,0.29600000000000004,Estonia
163448,1934-07-01,17.970000000000006,0.457,Estonia
163449,1934-08-01,16.954,0.27899999999999997,Estonia
163450,1934-09-01,14.86,0.21,Estonia
163451,1934-10-01,8.193999999999999,0.374,Estonia
163452,1934-11-01,3.3080000000000003,0.35600000000000004,Estonia
163453,1934-12-01,-3.619,0.508,Estonia
163454,1935-01-01,-6.995,0.483,Estonia
163455,1935-02-01,-3.537,0.39299999999999996,Estonia
163456,1935-03-01,-1.5030000000000001,0.392,Estonia
163457,1935-04-01,3.928,0.337,Estonia
163458,1935-05-01,7.837999999999999,0.242,Estonia
163459,1935-06-01,15.951,0.331,Estonia
163460,1935-07-01,15.952000000000002,0.38299999999999995,Estonia
163461,1935-08-01,15.703,0.3720000000000001,Estonia
163462,1935-09-01,11.111,0.267,Estonia
163463,1935-10-01,7.56,0.20199999999999999,Estonia
163464,1935-11-01,0.934,0.593,Estonia
163465,1935-12-01,-1.416,0.767,Estonia
163466,1936-01-01,-2.8950000000000005,0.47,Estonia
163467,1936-02-01,-9.085,0.217,Estonia
163468,1936-03-01,0.06199999999999984,0.491,Estonia
163469,1936-04-01,4.279,0.26899999999999996,Estonia
163470,1936-05-01,11.383,0.212,Estonia
163471,1936-06-01,18.35,0.242,Estonia
163472,1936-07-01,19.698,0.215,Estonia
163473,1936-08-01,16.419999999999998,0.28,Estonia
163474,1936-09-01,10.835,0.307,Estonia
163475,1936-10-01,2.883,0.251,Estonia
163476,1936-11-01,2.142,0.19399999999999998,Estonia
163477,1936-12-01,0.6110000000000002,0.22899999999999998,Estonia
163478,1937-01-01,-7.258999999999999,0.369,Estonia
163479,1937-02-01,-5.4990000000000006,0.281,Estonia
163480,1937-03-01,-1.685,0.22,Estonia
163481,1937-04-01,6.5150000000000015,0.348,Estonia
163482,1937-05-01,12.927999999999999,0.35100000000000003,Estonia
163483,1937-06-01,17.199,0.239,Estonia
163484,1937-07-01,17.903000000000006,0.299,Estonia
163485,1937-08-01,18.464,0.33399999999999996,Estonia
163486,1937-09-01,13.32,0.21100000000000002,Estonia
163487,1937-10-01,6.634,0.239,Estonia
163488,1937-11-01,1.876,0.321,Estonia
163489,1937-12-01,-7.752000000000002,0.33799999999999997,Estonia
163490,1938-01-01,-4.471,0.31,Estonia
163491,1938-02-01,-2.152,0.305,Estonia
163492,1938-03-01,1.4540000000000002,0.311,Estonia
163493,1938-04-01,3.449,0.319,Estonia
163494,1938-05-01,9.932,0.215,Estonia
163495,1938-06-01,14.383,0.353,Estonia
163496,1938-07-01,19.587,0.19899999999999998,Estonia
163497,1938-08-01,18.974,0.278,Estonia
163498,1938-09-01,14.412,0.243,Estonia
163499,1938-10-01,7.32,0.38,Estonia
163500,1938-11-01,4.183,0.305,Estonia
163501,1938-12-01,-5.369,0.44,Estonia
163502,1939-01-01,-5.4529999999999985,0.278,Estonia
163503,1939-02-01,-0.2750000000000004,0.531,Estonia
163504,1939-03-01,-1.651,0.49,Estonia
163505,1939-04-01,3.447,0.287,Estonia
163506,1939-05-01,9.616,0.337,Estonia
163507,1939-06-01,15.675,0.305,Estonia
163508,1939-07-01,18.474,0.223,Estonia
163509,1939-08-01,19.814,0.56,Estonia
163510,1939-09-01,10.186,0.34299999999999997,Estonia
163511,1939-10-01,2.134,0.331,Estonia
163512,1939-11-01,1.239,0.266,Estonia
163513,1939-12-01,-4.925,0.45,Estonia
163514,1940-01-01,-13.414,0.429,Estonia
163515,1940-02-01,-14.392,0.326,Estonia
163516,1940-03-01,-7.19,0.23199999999999998,Estonia
163517,1940-04-01,1.926,0.183,Estonia
163518,1940-05-01,11.817,0.474,Estonia
163519,1940-06-01,15.285,0.221,Estonia
163520,1940-07-01,18.397000000000002,0.32799999999999996,Estonia
163521,1940-08-01,15.475,0.185,Estonia
163522,1940-09-01,10.982,0.293,Estonia
163523,1940-10-01,5.069,0.341,Estonia
163524,1940-11-01,1.801,0.183,Estonia
163525,1940-12-01,-4.545,0.517,Estonia
163526,1941-01-01,-13.024000000000001,0.7509999999999999,Estonia
163527,1941-02-01,-8.605,0.386,Estonia
163528,1941-03-01,-4.664,0.527,Estonia
163529,1941-04-01,0.2810000000000001,0.299,Estonia
163530,1941-05-01,7.552,0.20199999999999999,Estonia
163531,1941-06-01,12.912,0.247,Estonia
163532,1941-07-01,20.352,0.299,Estonia
163533,1941-08-01,16.45,0.5539999999999999,Estonia
163534,1941-09-01,9.524,0.317,Estonia
163535,1941-10-01,2.0669999999999997,0.36200000000000004,Estonia
163536,1941-11-01,-3.582,0.355,Estonia
163537,1941-12-01,-8.668000000000001,0.519,Estonia
163538,1942-01-01,-16.022000000000002,0.596,Estonia
163539,1942-02-01,-12.613,0.433,Estonia
163540,1942-03-01,-10.067,0.436,Estonia
163541,1942-04-01,2.28,0.441,Estonia
163542,1942-05-01,8.809,0.308,Estonia
